content,score,sentiment,predicted_sentiment,appVersion
"wont get premium cause I dont negotiate with terrorists, I dont like that style of business; pay us or adds , pay us or you gotta leave app open, premium trial was dope but probably switching back to YouTube now",4,Positive,Negative,9.1.30.1993
"It cracks me up how many people want to act like $10-15/month for Spotify's entire cataloge is somehow exorbitant. That is roughly equivalent to the price of a single, hard copy album. Just one. For that same price, access to more music than a person could hope to go through in a lifetime seems like a pretty good deal. If you can't afford it, you can't afford it and that's no fun for you, but blaming the price point of the subscription is nonsense.",5,Positive,Negative,9.1.30.1993
guys honestly I love this app but I hate something why is the music files encrypted please you guys should please change something about it at least if you want us to pay to decrypt the music files to enable music to be played offline in another apk not only Spotify apk thanks,4,Positive,Negative,9.1.28.2252
WORST,4,Positive,Negative,9.1.28.2252
why isn't it working properly??,5,Positive,Negative,
😞,1,Negative,Positive,9.1.30.1993
remove the ads because it makes me awake every time,2,Negative,Positive,9.1.30.1993
This app is good.,2,Negative,Positive,
"слишком мало рекламы, напихайте еще",4,Positive,Negative,9.1.30.1993
Good 👍😊,1,Negative,Positive,
"okay, so Spotify's really good but for the past 2-3 days it's logging out my account, I keep logging in but it keeps kicking me out. I did reinstall it after deleting to see if that would work but now it just keeps saying ""Something went wrong, try again later."" uhmm what should I do now? Is this a bug or smthn?",4,Positive,Negative,9.1.32.2083
This app is good. But atleast add more skipping music feature.,5,Positive,Negative,9.1.32.2083
Spotify is exaggerating at this point. 3 ads at once? It's absurd. I do love spotify and I don't mind the ads neither do I mind the limited skips but 3 ads is too much.,4,Positive,Negative,9.1.30.1993
Even Im not subscribe yet. It is still give my song choices,5,Positive,Negative,9.1.28.2252
anunțurile voastre imi ft toata starea,4,Positive,Negative,
okiie naman siya gamitin,5,Positive,Negative,9.1.30.1993
"Seems like the app is dead. Even when I'm on a subscription plan, it's a hassle downloading songs or sharing lyrics. EVERYTHING LAGS all of a sudden, and adding new songs to my Liked Songs playlist doesn't work. What is the reason for this?",4,Positive,Negative,9.1.32.2083
so much greedy.,4,Positive,Negative,9.1.28.2252
The app was pretty good but it doesn't show my taste in recommendation instead it shows popular in my area which is not necessary to be my taste too,5,Positive,Negative,9.1.30.1993
better experice for customer suport,5,Positive,Negative,9.1.30.1993
good app,1,Negative,Positive,9.1.6.1145
more ads,4,Positive,Negative,
it keep logging me out every 5 minues,4,Positive,Negative,9.1.30.1993
lots of ads...,4,Positive,Negative,9.1.30.1993
2 dollah too much,4,Positive,Negative,9.1.30.1993
"how come i have the spotify premium, but I can seem to download my songs to listen offline. There isn't a green arrow",2,Negative,Positive,9.1.30.1993
แย่มากโฆษณาก็เยอะแอปก็หิวเงิน,1,Negative,Positive,9.1.24.1739
I keep on getting signed out,4,Positive,Negative,9.1.30.1993
something is wrong with it today not working properly. it logs out automatically please fix,4,Positive,Negative,9.1.30.1993
"Ads. It's really just ads. SO MANY. Like after my account was disabled, I made a new one, got the three week (I think) trial and afterwards it shifted to basic Spotify, and I can't preview music anymore, everytime I try to it just asks for me to get premium. I'm sorry but I'm too broke for that, Id love it but yeah. With full honesty, Id like to be able to chose my music or download it when ever I wanted, big companies such as this (respectfully) are all money grabbers, doing anything for money.",4,Positive,Negative,9.1.30.1993
"It's so buggy lately, keeps on crashing or not showing me what song is being played - so no way to pause the song without closing the app either...",4,Positive,Negative,9.1.30.1993
keep logging out automatically. dunno what to do. (update) everything is back to normal now.,4,Positive,Negative,9.1.30.1993
I dont like to pay,4,Positive,Negative,9.1.30.1993
freely forward-backward should be added in free version,5,Positive,Negative,9.0.36.697
please reduce our Nigerian price.......,5,Positive,Negative,9.1.30.1993
"this app is really amazing and all, but they are just spamming ads 60 seconds ads ever 3 songs its too much.",4,Positive,Negative,9.1.30.1993
Very nice. relaxing.,1,Negative,Positive,9.1.30.1993
make it free then I will give you best 😉,1,Negative,Positive,9.1.24.1739
improve more,1,Negative,Positive,9.1.30.1993
paid but no premium,1,Negative,Positive,9.1.30.1993
"The fact that you have an ""autoplay"" option that can be turned on and off and not be able to ever turn it off is infuriating , I want to listen to my songs in my Playlists but I get recommended songs instead when the ""autoplay"" Is off does not make any freaking sense. And that's why you only get 2 starts. It doesn't matter if you have premium or not. It still will play unwanted ""recommended"" song.",5,Positive,Negative,9.1.30.1993
"Too many ads in between 1-2 songs ,too irritating.After all,its a best app in playstore to hear songs of all genre.",5,Positive,Negative,9.1.24.1739
if adds not shown I will give it 5 stars,1,Negative,Positive,9.1.28.2252
"Music is good, but I'm already stressed, + stress for waiting 1 minute ads, 2x stress because I'm broke and can't afford a premium. How sad it's related in being rich does really feel good",5,Positive,Negative,
give chance to 100 songs free to play per day,1,Negative,Positive,9.1.30.1993
very bad,5,Positive,Negative,9.1.24.1739
they didn't give me enough free trial now I need premium to listen to my favourite song 😭😭,4,Positive,Negative,9.1.30.1993
"This is my top #1 music app but I strongly wish there was a cheaper sub. option(or 1 for low income families). My other idea, make ways 2 obtain ""ad free"" listening hrs/days/weeks/etc. & downloads 4 listeners every now & then or ways 2 b rewarded it. it would bring in more downloads & its something no other music app offers. or make an opt. 2 choose 2 download music w ads 4 cheaper than 'ad free' bt still allow downloads on the free sub. I hate not having downloaded music! 😔😒",4,Positive,Negative,9.1.30.1993
who can I contact to Spotify they changed my card but my Spotify was not paid for I am using different email who can I contact to get this fix see witch account it went to because it took it from my card from Google play store Spotify,5,Positive,Negative,
"May users be able to play folders on the phone like we can on the PC? Not to be able to organize them, but to at least play them. You may enable this by adding the ""play ▶"" option when a user long clicks a folder. Thanks, A user who loves your creation",4,Positive,Negative,9.1.28.2252
ok,1,Negative,Positive,9.1.30.1993
too much adds bruh💔,4,Positive,Negative,
👍🏻,1,Negative,Positive,9.1.30.1993
too much ads lately,4,Positive,Negative,
Very ridiculous app,5,Positive,Negative,9.1.30.1993
"recently the app is being so commercial, so sad of it but really the features are good",2,Negative,Positive,9.1.30.1993
experience is better but too many ads come,2,Negative,Positive,9.1.30.1993
so 👍 nice,1,Negative,Positive,
"Great app! I used to use ytmusic and when i swiched over I expexted to be a bit overwhelemed with unskippable ads, with the luxury of turning off my device. It absolutley did the opposite. I get like a ad every 8 somgs or so. if i coud give more stars I would. I definetely reccomend this app. Thank you spotify.",5,Positive,Negative,9.1.24.1739
it sucks you have to pay to enjoy good music,5,Positive,Negative,9.1.30.1993
"You can't find out if the song you searched up is the one you want cause when you select it it plays literally any song, but the song you asked for",1,Negative,Positive,8.9.34.590
Poor man's Apple Music.,5,Positive,Negative,9.1.30.1993
Spotify is now having much ad..3 of 3 ad can you imagine,4,Positive,Negative,9.1.20.1452
"did what Spotify told me to, the disliking button, I've done it multiple times already, and just did he ad preferences, which did not have an option for ghost podcast related restrictions and the ghost podcast still came😕",4,Positive,Negative,9.1.30.1993
Great app however I think that the latest update is trash because there is 3 back to back ads like what the hell it plays 3-4 songs and then ads that too unskipable like 2-3 add spread in between 15 songs then alright. But this is just unacceptable,4,Positive,Negative,9.1.30.1993
buuuu,5,Positive,Negative,9.1.24.1739
Due to shuffle mode without premium in present so I am change the rating,4,Positive,Negative,9.1.30.1993
breakup ke baad aap hi sahara ho mera,5,Positive,Negative,9.1.30.1993
"better music for me but some thing missing this application, recommended songs it's improve little move. some time other languages mixed in line up. take interpreted to me .",4,Positive,Negative,9.1.30.1993
replay shuffled songs a lot. mix it up a bit,4,Positive,Negative,9.1.30.1993
Please get rid of your ads. It's annoying me 😡😡😡😡🤬🤬🤬🤬😤😤😤😤.,5,Positive,Negative,9.1.30.1993
Thanks Spotify for being the best,2,Negative,Positive,9.1.28.2252
"knocked off a star because I have to use apple music for better quality music. Otherwise, everything is top notch!",4,Positive,Negative,9.1.30.1993
"No more Daily Drive? 🥺😭 this is the only thing that has become a routine for me, sure I could just put on 'up first by npr' but it's just not the same, I love hearing good morning from Spotify ""It's Tuesday and this is your daily drive"" is so pleasing to me every morning.. either this feature has been eliminated or I am missing something here, 😭 please bring it back, it's some of the only bit of normalcy I have. please🙏🥺🫶",2,Negative,Positive,9.1.30.1993
ok,2,Negative,Positive,9.1.18.1504
You guys give me 3 ads at once,4,Positive,Negative,9.1.20.1452
"it works on mobile, TV and PC a switching songs and also music output between devices can be done from mobile app. does not burn data = option for music only output also for podcasts and clips 👍",5,Positive,Negative,9.1.30.1993
extreme app,5,Positive,Negative,
It's an awful app and It's amazing part is liked songs 🎵,5,Positive,Negative,
"WeReview Una app multifunctional que integra comunicaciôn,pagos y más.",5,Positive,Negative,
I left four stoes because it leaves room for improvement,4,Positive,Negative,9.1.30.1993
A bit glitchy,4,Positive,Negative,9.1.28.2249
when we play a song If our phone is off the song will continue,5,Positive,Negative,9.1.30.1993
got premium and its great. just one problem that was not there before. im sure youve all seen the songs recomended under the playlist? and under that is the refresh button. well for some reason you cant scroll far enough down to acces that button.ive done everything from force stopping to deleting the app and nothing works.bit poopy. i took the advice of a review and the clean reinstall didnt help and they wont accept the correct e mail when i try to contact. now im hyperfocused on fixing this,4,Positive,Negative,9.1.30.1993
Great app but bro there way too many adds..,1,Negative,Positive,
it plays when closed YouTube music does not do that anymore,5,Positive,Negative,
good to many ads at once.,4,Positive,Negative,9.1.30.1993
It would be better than others if the caller tune and ringtone option available,2,Negative,Positive,9.1.28.2252
too many ads 🙄,5,Positive,Negative,9.1.30.1993
"If you like control of ur music, search no more!! what a deal....😁",5,Positive,Negative,
"Its good though, sometimes it stopes working which quite annoying",1,Negative,Positive,9.1.28.2252
"Great app , Ui , audio quality & features but greedy. Not really expensive either",4,Positive,Negative,9.1.30.1993
